image_path,target,split,image_base,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside,priority_caption
training/images/ewN1PkrickJK6UA9pGBCQw.jpg,"The sidewalk is centered in the view, bordered by a building with a closed metal shutter on the left and a road on the right. A pole stands directly ahead in 3 meters, partially obstructing the path.",train,ewN1PkrickJK6UA9pGBCQw.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: an obstacle close on the center. Far: a bicycle farther away on the right. Context: The sidewalk is centered in the view, bordered by a building with a closed metal shutter on the left and a road on the right. A pole stands directly ahead in 3 meters, partially obstructing the path."
training/images/eyv0ioNKTcxOwao7SDz8YA.jpg,"The sidewalk is centered in the view, bordered by a bus stop shelter on the right and a grassy area with trees on the left. The path is clear for next 10 meters.",train,eyv0ioNKTcxOwao7SDz8YA.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Far: an obstacle farther away on the right. Context: The sidewalk is centered in the view, bordered by a bus stop shelter on the right and a grassy area with trees on the left. The path is clear for next 10 meters."
training/images/f8L05EBsJmre2L20gNIBjQ.jpg,"The sidewalk is centered in the view, bordered by a hedge on the left and parked cars on the right. The path is clear for next 10 meters.",train,f8L05EBsJmre2L20gNIBjQ.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a hedge on the left and parked cars on the right. The path is clear for next 10 meters."
training/images/f9qx2BI1w57XWzaelCQM-Q.jpg,"The sidewalk is centered in the view, leading towards a pedestrian crossing with traffic lights. A red traffic light is visible ahead, indicating the path is blocked. On the left side, there is a pole approximately 3 meters away. On the right side, there is a photo booth stand about 4 meters ahead. The path is clear for navigation.",train,f9qx2BI1w57XWzaelCQM-Q.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: an obstacle farther away on the left. Context: The sidewalk is centered in the view, leading towards a pedestrian crossing with traffic lights. A red traffic light is visible ahead, indicating the path is blocked. On the left side, there is a pole approximately 3 meters away. On the right side, there is a photo booth stand about 4 meters ahead. The path is clear for navigation."
training/images/fCbif3PJpVjrhJeRYXb9lA.jpg,"The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A lamppost stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters.",train,fCbif3PJpVjrhJeRYXb9lA.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building on the left and a road on the right. A lamppost stands approximately 5 meters ahead on the left side. The path is clear for next 10 meters."
training/images/fLiWKEPAnFJblBjbZ1q-Ag.jpg,"The sidewalk is centered in the view, bordered by a glass storefront on the left and a tree on the right. A pedestrian is walking ahead, 5 meters away. The path is clear for next 10 meters.",train,fLiWKEPAnFJblBjbZ1q-Ag.jpg,done,Center,Right,Yes,Yes,not present,not present,Left,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: a person close on the left. Far: a car farther away on the right. Context: The sidewalk is centered in the view, bordered by a glass storefront on the left and a tree on the right. A pedestrian is walking ahead, 5 meters away. The path is clear for next 10 meters."
training/images/fO4WxUgUSRxSBJ_Y0rX6_w.jpg,"The sidewalk is centered in the view, bordered by a road with vehicles on the right and a building on the left. A pole stands approximately 3 meters ahead on the right side of the sidewalk. The path is clear for navigation.",train,fO4WxUgUSRxSBJ_Y0rX6_w.jpg,done,Left,Front,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: left. Road: front. RoadVsSidewalk: crossing_front. Nearby: an obstacle close on the center. Context: The sidewalk is centered in the view, bordered by a road with vehicles on the right and a building on the left. A pole stands approximately 3 meters ahead on the right side of the sidewalk. The path is clear for navigation."
training/images/fS64Ltw2cQMORiMsraTVvg.jpg,"The sidewalk is centered in the view, bordered by a metal railing on the left and a road on the right. A pedestrian crossing is visible 10 meters ahead. The path is clear for next 10 meters.",train,fS64Ltw2cQMORiMsraTVvg.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: right. RoadVsSidewalk: right_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a metal railing on the left and a road on the right. A pedestrian crossing is visible 10 meters ahead. The path is clear for next 10 meters."
training/images/fVnvGeR2PG_XUZDzU7HUzA.jpg,"The sidewalk is centered in the view, bordered by a large historical building with columns on the right and a road on the left. A bird stands near the center of the path, approximately 2 meters ahead. The path appears clear for navigation.",train,fVnvGeR2PG_XUZDzU7HUzA.jpg,done,Center,Not present,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: an obstacle close on the right. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a large historical building with columns on the right and a road on the left. A bird stands near the center of the path, approximately 2 meters ahead. The path appears clear for navigation."
training/images/fVzGSNApNqOkgHkDd9TIng.jpg,"The sidewalk is centered in the view, bordered by a white metal railing on the right side. A road runs parallel to the left side. The path is clear for next 10 meters.",train,fVzGSNApNqOkgHkDd9TIng.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: an obstacle farther away on the right. Context: The sidewalk is centered in the view, bordered by a white metal railing on the right side. A road runs parallel to the left side. The path is clear for next 10 meters."
