image,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside
0187.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left-Left-Center,not present,not present,not present,not present,not present,not present,not present
0188.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,Left-Right,not present,not present,not present,not present,Left-Center,not present,not present,not present,not present,not present,not present,not present
0189.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
0190.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,Right,not present,not present,not present,not present,Right
0191.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Left-Left,not present,not present,not present,not present,not present,not present,not present
0192.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Left-Left,not present,not present,not present,not present,not present,not present,not present
0193.jpg,done,Right,Left,Yes,No,not present,not present,not present,Center-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
0194.jpg,done,Right,Left,Yes,Yes,not present,not present,Right-Right,Right,Right,not present,not present,not present,not present,Center,not present,Center,not present,not present,not present,not present,not present,not present
0195.jpg,done,Center,Left,Yes,Yes,Center,not present,Center,Left-Right,Left,Left,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
0196.jpg,done,Left,Right,Yes,No,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
0197.jpg,done,Center,Front,Yes,Yes,not present,not present,not present,not present,Left,Right,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,Left-Center,not present
0198.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present
